Number;Nama Media;Jenis Media;Penanggung Jawab;Pemimpin Redaksi;Badan Hukum;Provinsi;Alamat;Telp;Email;Website;Status;Tgl Approve
891;Harian Medinas Lampung;Cetak;NARA S KARTADILAGA;NARA S KARTADILAGA;PT MEDINAS JAYA PERKASA;Lampung;Jalan Bukit Kemiling Permai, Blok M, No. 11, (depan SMAN 14), Bandar Lampung;085377773113;redaksimedinaslampung@gmail.com;Medinaslampungnews.co.id;Terverifikasi Administratif dan Faktual;2019-04-15
892;SUMSELNEWS.CO.ID;Siber;Andrian Pratama;Rudi Hartono;Sahabat Media Sumsel;Sumatera Selatan;Jalan AKBP HM AMIN Lr kepala Kampung No.638 RT 8 Kel. 18 Ilir;081271769990;iklan.sumselnews@gmail.com;www.sumselnews.co.id;Terverifikasi Administratif;2019-04-15
893;Tabloid Berita Editor;Cetak;Rhian D'Kincai;Yurnaldi;PT EDITOR MULTI MEDIA;Sumatera Barat;Jl. Bukittinggi 3 No. 292 Siteba, Kota Padang;+6281266181223;tabloidberitaeditor@yahoo.com;;Terverifikasi Administratif;2019-04-15
894;BUALBUAL.com;Siber;Khairul;Safari Ar Riziq;MEDIA BUALBUALDOTCOM INDONESIA;Riau;Jl. Geriliya Gg. Sulawesi No 3B Tembilahan Hulu;081267376670;bualbualdotcom@gmail.com;www.bualbual.com;Terverifikasi Administratif;2019-04-15
895;Transmediariau.com;Siber;Khairul S.Sos;Yulianus Halawa;TRANS MEDIA RIAU NUSANTARA;Riau;"Jl. Griliya Tembilahan Hulu Inhil Riau

Kota Tembilahan, Riau. 29213";081283302583;Redaksitransmediariau@gmail.com;www.transmediariau.com;Terverifikasi Administratif;2019-04-15
896;Kepri.tv;Siber;Muhammad Danu;Andri Mediansyah;Kepri Media Visual;Kepulauan Riau;Perum Kenangan Jaya, Blok G No.1B Jl. Nuri Indah, KM 12 Kota Tanjungpinang;085264929949;www.kepri.tv@gmail.com;Kepri.tv;Terverifikasi Administratif;2019-04-15
897;Tribun Jogja;Cetak;;;PT;Daerah Istimewa Jogjakarta;Jl. Jenderal Sudirman No. 52 RT. 03/01 Kel. Kotabaru Kec. Gondokusuman DIY 55224;(0274) 557687;tribunjogja@gmail.com;www.tribunjogja.com;Terverifikasi Administrasi dan Faktual;2019-04-14
898;bertuahpos.com;Siber;JUNAIDI;JUNAIDI;PT CITRA MEDIA BERTUAH;Riau;JL. PEPAYA NO.40C SUKAJADI;0761845477;bertuahpos@gmail.com;www.bertuahpos.com;Terverifikasi Administratif dan Faktual;2019-04-12
899;laraspostonline.com;Siber;C. HERRY SL;SUGIARTO;LARAST PENA NUSA INDAH PERS;DKI Jakarta;Jl. Raya Pagelarang No 39, Kelurahan Setu, Kecamatan Cipayung, Kota Jakarta Timur;(021) 84978735;koranlarastpost@gmail.com;www.laraspostonline.com;Terverifikasi Administratif dan Faktual;2019-04-12
900;Beritakini.co;Siber;DADANG HERYANTO;DADANG HERYANTO;PT BERITAKINI INSAN MEDIA;Aceh;JL. KEBUN RAJA, LR. H YAHYA, NOMOR 22, LAM GLUMPANG, ULEE KARENG, BANDA ACEH, PROVINSI ACEH;0651 73-15-590 | 085260306792;beritakini.co@gmail.com;WWW.BERITAKINI.CO;Terverifikasi Administratif dan Faktual;2019-04-12
901;beritaterbit.com;Siber;Hery Gunawan;Hery Gunawan;Media Ridho Rizky;Bengkulu;Jalan Kalibrantas No 02 RT 09 RW 03 Kelurahan Padang Harapan Kecamatan Gading Cempaka Kota Bengkulu;085268595999;beritaterbitbetter@gmail.com;beritaterbitbetter@gmail.com;Terverifikasi Administratif dan Faktual;2019-04-12
902;Palangka Ekspres;Cetak;;;PT;Kalimantan Tengah;Jl. Cilik Riwut Km. 2,5 PalangkaRaya Kalimantan Tengah;(0536) 3226215;palangka_ekspres@yahoo.com;-;Terverifikasi Administrasi dan Faktual;2019-04-12
903;Palangka Post;Cetak;;;PT;Kalimantan Tengah;Jl. G. Obos No. 30, Kav. 1-2, Palangka Raya;(0536) 3238025;hrd_ppost@yahoo.co.id;;Terverifikasi Administrasi dan Faktual;2019-04-12
904;lampung1.com;Siber;Juniardi;Juniardi;pt;Lampung;Jl. Raya Way Ratay, Perum Suka Jaya Darat, Blok G 23 Lempasing, Pesawaran;0721-4002016;redaksi.lampung1@gmail.com;www.lampung1.com;Terverifikasi Administrasi dan Faktual;2019-04-12
905;Majalah Info Kepri;Cetak;Morina Riau;Morina Riau;Media Info Kepri;Kepulauan Riau;Jl. Pompa Air No. 07 Km. 2, Kota Tanjungpinang;+62852-7208-7599;infokepriqu@gmail.com;;Terverifikasi Administratif;2019-04-11
906;Kritisnews.com;Siber;Sudirman;Rahmmat Hidayat;PT. Kritis Media Indonesia;Kepulauan Riau;Bengkong Indah I Blok H No. 37 Kel. Bengkong Indah, Kec. Bengkong -Batam Kepri;081372098948;indra_dinan@yahoo.com;https://www.kritisnews.com/;Terverifikasi Administratif;2019-04-11
907;Independen9.com;Siber;Khairul Jasmi;Aci Indrawadi;PT. Independen Media Definsa;Sumatera Barat;Jalan Aur Duri Indah 1 No.9, Kelurahan Parak Gadang Timur, Kecamatan Padang Timur, Kota Padang;0751-34597;redaksiindependen9@gmail.com;www.independen9.com;Terverifikasi Administratif;2019-04-11
908;lihatkepri.com;Siber;Cahya Sumirat;Cahya Sumirat;LIHAT KEPRI MEDIA;Kepulauan Riau;"JL. Soekarno Hatta No 112
RT 001/RW 002. Kelurahan Kampung Baru, Kecamatan Tanjungpinang Barat";08117701409;redaksilihatkepri@gmail.com;www.lihatkepri.com;Terverifikasi Administratif;2019-04-10
909;Radar Satu;Cetak;Ambok Akok;Ambok Akok;PT Niko Media Mandiri;Kepulauan Riau;Komplek Ruko D’Green City Blok D Nomor 8 Jl Aisyah Sulaiman Batu Delapan Atas Sei Jang Bukit Bestari Tanjungpinang;081261477553;ambok_akok@yahoo.com;www.radarsatu.com;Terverifikasi Administratif;2019-04-10
910;Info Redaksi;Cetak;Rudi Syahwani;Teddy Syah;Media Redaksi Bertuah;Kepulauan Riau;Jl. Timbul Jaya No. 12, Kampung Baru, Tanjungpinang Barat, Kota Tanjungpinang;081959281758;mediainforedaksi@yahoo.com;;Terverifikasi Administratif;2019-04-10
911;Gerbang Sumatera 88;Cetak;AGUS S. HARDONO;AGUS S HARDONO;PT AGUNG MEDIA BERJAYA;Lampung;JL. KAPTEN MUSTOPA GG SEPAKAT RT. 002 RW. 002 KEL. TANJUNG SENANG, KEC. KOTABUMI SELATAN, KABUPATEN LAMPUNG UTARA;082181048080 / 0724 3293696;gerbangsumatera88@gmail.com;www.gerbangsumatera88.id;Terverifikasi Administratif;2019-04-01
912;klikpositif.com;Siber;Andika D Khagen;Andika D Khagen;Klikpositif Media Siber;Sumatera Barat;"Jl. Raya Indarung, Padang, Sumbar
Gdg Serba Guna PT. Semen Padang Lt II";0751-202761;;www.klikpositif.com;Terverifikasi Administratif dan Faktual;2019-03-29
913;jodanews.com;Siber;Jon Heri Mardin;Jon Heri Mardin;Joda Media Utama;Sumatera Selatan;Jl.Beliton No.3 Kel.26 Ilir D.1 Kec 1B I Palembang;0711-5730078;jodanewsonline@gmail.com;www.jodanews.com;Terverifikasi Administratif dan Faktual;2019-03-29
914;Barometerrakyat.com;Siber;Ramdan;Ramdan;PT Siva Realitas Madani;Kepulauan Riau;Perum. Jala Bestari Blok. C1 No. 04, Kelurahan Batu 9, Kecamatan Tanjungpinang Timur;0813-7260-0030;redbarometerrakyat@gmail.com;https://barometerrakyat.com/;Terverifikasi Administratif;2019-03-29
915;sinarpidie.co;Siber;Firdaus;Firdaus;Sinar Media Aksara;Aceh;Jalan Bambi-Simpang Tiga Gampong Dayah Blang, Kecamatan Simpang Tiga, Pidie, Aceh;085370136430;sinarpidie@gmail.com;sinarpidie.co;Terverifikasi Administratif;2019-03-21
916;www.kabargemilangkepri.com;Siber;Rosita;Deni Mariwawo;PT KABAR GEMILANG KEPRI;Kepulauan Riau;Alamat : Jalan Yos Sudarso No. 63 Tanjungpinang, Kepulauan Riau – Indonesia. Telp : 0771-318637. Email : kgkepri@gmail.com;0771-318637;kgkepri@gmail.com;www.kabargemilangkepri.com;Terverifikasi Administratif;2019-03-21
917;Poros Kepri;Cetak;Dody Gusman;Dody Gusman;Gerbang Kepri Adi Jaya;Kepulauan Riau;"Jl. Transito, Perum Transito No. A6
Kecamatan Tanjungpinang Timur, Kota Tanjungpinang - Provinsi Kepri";0852-7208-3179;redaksiporoskepri@gmail.com;www.poroskepri.com;Terverifikasi Administratif;2019-03-21
918;LEADERNUSANTARA.COM;Siber;SUDIRMAN;SUDIRMAN;LEADER MEDIA GROUP;Kepulauan Riau;JL. Rahman Hakim GG Marapas No 1 Perum Seijang Kelurahan Seijang, Kecamatan Bukit Bestari, Kota Tanjungpinang, Provinsi Kepulauan Riau, Indonesia.;081372223435 / 08127557735;pinangtoday@gmail.com;https://www.leadernusantara.com/;Terverifikasi Administratif;2019-03-21
919;bulletinjournalist.com;Siber;Lesman Bangun;Irzan;Media Cahaya Grup;Sumatera Selatan;Jl. Telaga Kembang Rt.07/Rw.02 Kelurahan Handayani Mulya, Kecamatan Talang Ubi, Kabupaten Penukal Abab Lematang Ilir (PALI) - Sumsel, 31211;0812 7182 5411 - 0853 8297 983;Irzanjayapos@gmail.com;www.bulletinjournalist.com;Terverifikasi Administratif;2019-03-21
920;Lampukuning.id;Siber;Raden Beni Hidayat;Mukhtadi Putra Nusa;PT Raja Media Siginjai;Jambi;Jl.Diponegoro No.09 Kelurahan Pasir Putih, Kecamatan Rimbo Tengah, Kabupaten Bungo - Provinsi Jambi;(0747) 321522;lampukuning.id@gmail.com;www.lampukuning.id;Terverifikasi Administratif;2019-03-21
921;Gerbang Nusantara;Cetak;MEYDIA HENDRA YANI, S.SOS;MEYDIA HENDRA YANI, S.SOS;Sri Gerbang Adi Jaya;Kepulauan Riau;Jl. Batu 13 Arah Uban Perum Villa Vista Blok E No. 11 Kelurahan Pinang Kencana Kecamatan Tanjungpinang Timur;081364707001;gerbang.nusantara@ymail.com;;Terverifikasi Administratif dan Faktual;2019-03-20
922;Sidak News Indonesia;Cetak;Penju Rindu Parningotan;Kuncus Simatupang;Media Anugerah Abadi;Kepulauan Riau;Jl. Pemuda Ruko Blok A No. 2 Kota Tanjungpinang, Provinsi Kepri;0811699929;sidaknews1@gmail.com;sidaknews.com;Terverifikasi Administratif;2019-03-20
923;kordanews.com;Siber;H. Ocktap Riady, S.H;H. Ocktap Riady, S.H;Futura Media Digital;Sumatera Selatan;Jalan Cut Nyak Dien No 44 RT 039/13 Keluarahan 30 Ilir Kecamatan Ilir Barat I Kota Palembang;085368817882;;http://kordanews.com;Terverifikasi Administratif dan Faktual;2019-03-20
924;Harian Warta Banten;Cetak;H Harsono Raharjo;Suyatno;PT Warta Banten Media;Banten;Jl. Peintis Kemerdekaan II Komplek Perkantoran Cikokol Kota Tangerang Provinsi Banten;021 55798647;wbtangsel@gmail.com;wartabanten.id;Terverifikasi Administratif dan Faktual;2019-03-18
925;sijorikepri.com;Siber;Muhammad Amin SE;Muhammad Amin SE;pt;Kepulauan Riau;Jl. DI Panjaitan KM 9 – Komplek Ruko Bintan Centre Blok D53 Kota Tanjungpinang – Provinsi Kepri;07714440099;redaksi.sijorikepri@gmail.com;;Terverifikasi Administrasi dan Faktual;2019-03-18
926;inforakyat.com;Siber;Sunarto Butar Butar;Sunarto Butar Butar;PT Info Rakyat Kepri;Kepulauan Riau;Jalan Cendrawasih No.35 Kelurahan Batu IX Kecamatan Tanjungpinang Timur Kota Tanjungpinang Provinsi Kepulauan Riau;081270310376;email.inforakyat@gmail.com;www.inforakyat.com;Terverifikasi Administratif;2019-03-14
927;PELITA KEPRI;Cetak;AZLI RAIS ANDUSPIL;ERVA SUSANTI;ERVA MEDIA KEPRI;Kepulauan Riau;Jalan Timbul Jaya No. 12 RT 005 / RW 001, Kelurahan Kampung Baru, Kecamatan Tanjungpinang Barat;082171332071;erva.mediakepri@gmail.com;;Terverifikasi Administratif;2019-03-14
928;Prioritas.co.id;Siber;Partogi Angkola Pakpahan;Davit Segara;Media Prioritas Indonesia;Kepulauan Riau;Jl.Usman Harun No.29 Lantai 2 Kota Tanjungpinang, Provinsi Kepri;085348344482;www.prioritas.co.id@gmail.com;prioritas.co.id;Terverifikasi Administratif;2019-03-14
929;Posko Malut;Cetak;Farizal Magrib;Farizal Magrib;Nur Jaurah Pres;Maluku Utara;Jln Delima Kelurahaan Toboko.. Samping Kantor Lurah Toboko Kota Ternate Selatan;0813-4213-0777;;;Terverifikasi Administratif dan Faktual;2019-03-14
930;Radar Tarakan;Cetak;;;PT;Kalimantan Timur;;;;;Terverifikasi Administrasi dan Faktual;2019-03-09
931;inilahkepri.com;Siber;Andri Mediansyah;Andri Mediansyah;PT Bintang Bintan Media;Kepulauan Riau;Perum Kenangan Jaya, Jalan Nuri Indah, Blok G No.1B, KM 12 Tanjungpinang Kepulauan Riau;085264929949;arumabim@gmail.com;inilahkepri.com;Terverifikasi Administratif;2019-03-06
932;Pelitakepri.com;Siber;Agus S;Takdir Siringo;PT Sinar Pelita Media;Kepulauan Riau;Jalan Nusantara Km. 16, Kp. Sei. Jati, Gg. Sei Jati 1 No. 16, Kelurahan Gunung Lengkuas, Kec Bintan Timur, Kabupaten Bintan, Provinsi Kepulauan Riau;+6281372550588;Kepripelita@gmail.com;Pelitakepri.com;Terverifikasi Administratif;2019-03-06
933;Putra Kepri;Cetak;Dedi;Dedi;Cakrawala Delisa Mandiri;Kepulauan Riau;Jl. Bhayangkara 51 A, Kota Tanjungpinang, Provinsi Kepri 29113;+62 852-0064-0064;putrakepri999@gmail.com;putrakepri.com;Terverifikasi Administratif;2019-03-01
934;Media Rakyat;Cetak;Hisar MT Sagala;Hisar MT Sagala;Multi Tama Marsada;DKI Jakarta;"Jl. Baiduri Bulan No. 29 RT012/RW011 Lt. 2, Cawang Atas,
Kelurahan Bidaracina, Kecamatan Jatinegara";08129936977;mediarakyatbaru@gmail.com;www.mediarakyatnews.com;Terverifikasi Administratif;2019-03-01
935;www.sidaknews.com;Siber;Ega Nugraha;Ega Nugraha;Media Sidak Indonesia;Kepulauan Riau;Jl.Usman Harun No.29 Tanjungpinang – Provinsi Kepri;0811699929;mediasidaknews@gmail.com;www.sidaknews.com;Terverifikasi Administratif;2019-03-01
936;KEPRI.INFO;Siber;M Danu Januar;M Danu Januar;Media Lensa Indonesia;Kepulauan Riau;"Jl. Raja Haji Fisabilillah No 15
Kota Tanjungpinang, Kepulauan Riau";081378366366;kepri.info@gmail.com;kepri.info;Terverifikasi Administratif;2019-03-01
937;Bijaknews.com;Siber;Eko Ardy Nugraha;Eko Ardy Nugraha;PT. RANAH MEDIA SEJAHTERA;Sumatera Barat;Jl. Belitung No.13 Wisma Warta, Ulak Karang Utara;081319277977;rizkimarkiano@yahoo.com;www.bijaknews.com;Terverifikasi Administratif;2019-03-01
938;KepriToday.com;Siber;Erwin Prasetio;Djoko Pratono;Karya Media Bersama;Kepulauan Riau;Jl. WR. Supratman, Ruko No.06, Batu 8, Komplek Biram Dewa, Simpang Lima Kota Piring, Kota Tanjungpinang – Kepulauan Riau;0853 6498 9969 – 0813 1420 354;today.kepri@gmail.com;kepritoday.com;Terverifikasi Administratif;2019-03-01
939;Bengkuluekspress.com;Siber;Iyud Dwi Mursito;Rajman Azhar;PT. MEDIA ONLINE BENGKULU;Bengkulu;Graha pena bengkulu ekspress lt.iii, jl. Jati No.129, padang jati, bengkulu;(0736) 20409;bengkuluekspressdotcom@gmail.com;bekspress@gmail.com;Terverifikasi Administratif dan Faktual;2019-03-01
940;Wartaekonomi.co.id;Siber;Muhamad Ihsan;Muhamad Ihsan;pt;Jakarta;Gedung Graha Anugrah Lt. 9 Jl. Raya Pasar Minggu No. 17A, Jakarta Selatan;(021) 3153731;redaksi@wartaekonomi.com;www.wartaekonomi.co.id;Terverifikasi Administrasi dan Faktual;2019-03-01
941;kendari pos;Cetak;IRWAN ZAINUDDIN;ARIFUDDIN MANGKA;PT MEDIA KITA SEJAHTERA;Sulawesi Tenggara;JL. MALIK RAYA N0.50 KENDARI - SULAWESI TENGGARA;04013126513;aser34@gmail.com;;Terverifikasi Administratif dan Faktual;2019-02-26
942;Bengkuluinteraktif.com;Siber;Riki Susanto;Riki Susanto;PT. Iinteraktif Media Siber;Bengkulu;Jln. Putri Gading Cempaka, Kelurahan Penurunan, Kec. Ratu Agung, Kota Bengkulu;0736-7325156/085268724987;bengkuluinteraktif@gmail.com;www.bengkuluinteraktif.com;Terverifikasi Administratif dan Faktual;2019-02-26
943;hariankepri.com;Siber;ARGA PERMADI;TAUFIK A HABU;KEPRI MANDIRI PERS;Kepulauan Riau;"RUKO PINANG MAS RESIDANCE BLOK A NO.3A JL RH FISABILILLAH
TANJUNGPINANG";085356991669;hariankepri@yahoo.com;www.hariankepri.com;Terverifikasi Administratif dan Faktual;2019-02-26
944;KORAN MEMO;Cetak;Cornelius Vrian Triwidodo;Cornelius Vrian Triwidodo;PT Memo Kediri Sejahtera;Jawa Timur;Jalan Slamet Riyadi Nomor 63, Kelurahan Banjaran Kecamatan/Kota Kediri, Jawa Timur;0354-693855;kedirimemo@gmail.com;-;Terverifikasi Administratif dan Faktual;2019-02-26
945;Radar Bogor;Cetak;Nihrawati AS;Nihrawati AS;BOGOR EKSPRES MEDIA;Jawa Barat;"Jalan KHR Abdullah Bin Nuh No. 30
Taman Yasmin Curug Mekar Bogor Barat";0251-7544001-03;rawin.tono@gmail.com;radarbogor.co.id;Terverifikasi Administratif dan Faktual;2019-02-26
946;Potretnews.com;Siber;Mario Abdillah Khair;Mario Abdillah Khair;Potret Citra Media;Riau;Kompleks Family Residence 2 Blok G/15, Jalan Pesantren Kecamatan Tenayanraya Pekanbaru, Riau;0813-6522-0021;;www.potretnews.com;Terverifikasi Administratif dan Faktual;2019-02-26
947;Radar Malang;Cetak;Abdul Muntholib;Abdul Muntholib;pt;Jawa Timur;Jl. Kawi 11 B Malang;0341-348638;redaksiradarmalang@gmail.com;www.radarmalang.id;Terverifikasi Administrasi dan Faktual;2019-02-26
948;Bangka Pos;Cetak;Ibnu Taufik Juwarianto;Ibnu Taufik Juwarianto;pt;Kepulauan Bangka Belitung;Jl. K.H. Abdurachman Siddik No. IB, Pangkal Pinang, Bangka Belitung;(0717) 437084,;redaksi@bangkapost.com;www.bangkapos.com;Terverifikasi Administrasi dan Faktual;2019-02-26
949;Buton Pos;Cetak;Irwansyah Amunu;Irwansyah Amunu;pt;Sulawesi Tenggara;Jl. Jipanjonga No. 29 Buton, Sulawesi Tenggara;0402-2826686;butonpos01@gmail.com;www.butonpos.com;Terverifikasi Administrasi dan Faktual;2019-02-26
950;beritagar.id;Siber;Yusro M. Santoso;Yusro M. Santoso;pt;Jakarta;Jl. Jatibaru No. 28 Jakarta Pusat 10160;021-3514123;redaksi@beritagar.id;www.beritagar.id;Terverifikasi Administrasi dan Faktual;2019-02-26
951;mamujupos.com;Siber;Herman Mochtar, S.sos;Herman Mochtar, S.sos;pt;Sulawesi Barat;Jl. Pengayoman Mamuju, Sulawesi Barat, 91511;(0426) 2323416;redaksi@mamujupos.com;www.mamujupos.com;Terverifikasi Administrasi dan Faktual;2019-02-26
952;Metro 24;Cetak;Indra Gunawan;Indra Gunawan;pt;Sumatera Utara;Jl. Paduan Tenaga No.2,Kota Medan, Sumatera Utara;061 4207 3033, 085371118648;redaksimetro24@gmail.com;www.metro24.co;Terverifikasi Administrasi dan Faktual;2019-02-26
953;Majalah Perisai;Cetak;Abdul Hamid;Abdul Hamid;PERISAI MEDIA KEPRI;Kepulauan Riau;Alamat : Jln. Wiratno No. 8 Tanjungpinang Provinsi Kepulauan Riau;08127002789;majalah.perisai@gmail.com;;Terverifikasi Administratif;2019-02-25
954;bidiktangsel.com;Siber;Suyatno;Suyatno;Japung Media Jaya;Banten;"Jalan Graha Raya Bintaro
Kel. Parigi Baru Kec. Pondok Aren
Kota Tangerang Selatan";081285886968;redaksi.bidiktangsel@gmail.com;https://bidiktangsel.com/;Terverifikasi Administratif;2019-02-25
955;LIDIKNEWS.CO.ID;Siber;AZLI RAIS ANDUSPIL;AZLI RAIS ANDUSPIL;GRAND CIPTA MEDIA ABADI;Kepulauan Riau;"Jalan Rahman Hakim Gg, Marapas No 1, Kelurahan Sei Jang,
Kecamatan Bukit Bestari, Kota Tanjungpinang- Provinsi Kepri";081372028496 / 082169589908;wardanarandy08@gmail.com;https://www.lidiknews.co.id/;Terverifikasi Administratif;2019-02-25
956;Surabaya Pagi;Cetak;Tatang Istiawan;Tatang Istiawan;;Jawa Timur;Graha SP Jln. Simo Kalangan II/183K Kel. Simomulyo, Kec. Sukomanunggal, Kota Surabaya;031-99251314, 0812313666;redaksi@surabayapagi.com (redaksi);www.surabayapagi.com;Terverifikasi Administrasi;2019-02-21
957;TERASMALUKU.COM;Siber;Insany Syahbarwaty;Hamdi Jempot;PT.MEDIRA MEDIA SEJAHTERA;Maluku;RT/RW : 006/06 TANAH RATA BATU MERAH;081343004477;hjempot@yahoo.com;https://terasmaluku.com;Terverifikasi Administratif;2019-02-20
958;SuluhKepri.com;Siber;Tigor Rajagukguk;Tigor Rajagukguk;Media Opini Publik;Kepulauan Riau;Jl. Kijang Lama KM.06 RT.002/RW.003 Kelurahan Melayu Kota Piring Kecamatan Tanjungpinang Timur Kota Tanjungpinang Provinsi Kepulauan Riau;0813-7242-6224;suluhkepri@gmail.com;suluhkepri.com;Terverifikasi Administratif;2019-02-18
959;Puan Kepri;Cetak;Mori Guspian;Anis Anorita Zaini;Puan Media Kepri;Kepulauan Riau;Jl. Kijang Lama (KM. 6) No. 23 F Melayu Kota Piring, Tanjungpinang Timur, Kota Tanjungpinang, Provinsi Kepri;0813 7260 7333;halexwartawan@gmail.com;www.puankepri.co.id;Terverifikasi Administratif;2019-02-18
960;Hariansiber.com;Siber;Budi Arifin;Budi Arifin;Melilea Indah Gemilang;Kepulauan Riau;Jl. Raja Ali Haji No. 17 Kota Tanjungpinang, Kepulauan Riau;082285006554;harian.siber@gmail.com;hariansiber.com;Terverifikasi Administratif;2019-02-18
961;INHILKLIK.COM;Siber;Ardiansyah;Rezi Andika Putra;PT Inhil Klik Media;Riau;Jalan M. Ruslan RT 004 RW 001 Kelurahan Teluk Pinang, Kecamatan Gaung Anak Serka, Kabupaten Indragiri Hilir, 29253;085363238966;paritseribu@gmail.com;http://www.inhilklik.com/;Terverifikasi Administratif;2019-02-13
962;elitnews.com;Siber;EDWARD PANGARIBUAN;EDWARD PANGARIBUAN;PT. ERA MEDIA SIBER;Kepulauan Riau;PERUM. PUTRI HIJAU BLOK F NO. 17 KEL.SUNGAI LANGKAI, KEC.SAGULUNG - BATAM;+6281270344257;redaksimda24@gmail.com;www.elitnews.com;Terverifikasi Administratif;2019-02-13
963;www.sumbarfokus.com;Siber;Syafruddin Al;Syfaruddin Al;PT Sumbar Fokus Media;Sumatera Barat;Jalan Andalas I no 47 Padang;0853 6355 6005;sumbarfokus@gmail.com;http://www.sumbarfokus.com;Terverifikasi Administratif;2019-02-12
964;liputan.co.id;Siber;M Mahfuz Abdullah;zulfasli;PT. LIPUTAN SIBER NUSANTARA;Jawa Barat;"jl. sejahtera no.298 blok masjid rt. 05 rw. 03
Desa. Karang Mulya, Kec. Plumbon Kab. Cirebon";0231 - 320761;liputansibernusantara@gmail.com;www.liputan.co.id;Terverifikasi Administratif;2019-02-12
965;blokbojonegoro.com;Siber;M. ABDUL QOHHAR;PARTO SASMITO;PT BLOK BOJONEGORO MEDIA;Jawa Timur;JALAN KS TUBUN GG SRINAYAN NO 3 KELURAHAN MOJOKAMPUNG, KECAMATAN KOTA, KABUPATEN BOJONEGORO, JAWA TIMUR;(0353) 3412093;blokBojonegoro@gmail.com;www.blokbojonegoro.com;Terverifikasi Administratif;2019-02-12
966;Acehvideo.tv;Siber;-;-;pt;Aceh;"Sekretarian Bersama Wartawan Aceh
Jl. Sultan Alaidin Mahmudsyah No 2 Baiturahman 23242 Indonesia";"0811 682 5432;";"videoaceh@gmail.com; hendra105@gmail.com";www.acehvideo.tv;Terverifikasi Administrasi;2019-02-12
967;RIAUKEPRI.COM;Siber;Taufik Hidayat;Taufik Hidayat;Teras Media Kepri;Kepulauan Riau;Perum Taman Mekar Sari 2 Blok B No. 10 Tanjungpinang;0853 7449 1714;redaksi.rk@gmail.com;www.riaukepri.com;Terverifikasi Administratif;2019-02-04
968;prokepri.com;Siber;Rodi Yandri;Rodi Yandri;PT. Media Pro Kepri;Kepulauan Riau;Jalan RH Fisabilillah, Kilometer 8 Atas, Ruko Lantai 2. Nomor 4, Tanjungpinang;+62 821-7169-8837;media.prokepri@gmail.com;http://prokepri.com;Terverifikasi Administratif;2019-02-04
969;terdepan.co.id;Siber;IKAWATI RATNA DEWI;IKAWATI RATNA DEWI;PT. TERDEPAN MEDIA SUKSES;Kepulauan Riau;Buana Vista Indah 2 No 16 A Belian Batam Kota Batam – Kepulauan Riau;081335946522;terdepantv@gmail.com;https://terdepan.co.id/;Terverifikasi Administratif;2019-02-01
970;Djaka Lodang;Cetak;;;PT;Daerah Istimewa Jogjakarta;Jalan Patehan Tengah 29, Yogyakarta. 55133;(0274) 372950;djaka_lodang@yahoo.co.id;www.djakalodang.co.id;Terverifikasi Administrasi dan Faktual;2019-01-30
971;Wartarakyat.co.id;Siber;Prengki Simanjuntak, S.IP;Prengki Simanjuntak, S.IP;Warta Rakyat Indonusa;Kepulauan Riau;Jl. Haji Ungar Lr. Raya No. 28 RT 002 / RW 002, Kelurahan Tanjung Ayun Sakti, Kecamatan Bukit Bestari, Kota Tanjungpinang;08127078560;wartarakyat.indonusa@gmail.com;wartarakyat.co.id;Terverifikasi Administratif;2019-01-24
972;harianmetropolitan.co.id;Siber;Rianto H. Sianipar;Rianto H. Sianipar;Media Metro Jaya Frastika;Kepulauan Riau;Jl. Sihotang, RT.002/RW.005, Kelurahan Ranai, Kecamatan Bunguran Timur- Natuna, Provinsi Kepulauan Riau;081378985497;harianmetropolitan76@gmail.com;harianmetropolitan.co.id;Terverifikasi Administratif;2019-01-24
973;Utusanindo.com;Siber;Ibnu Rusdi;Ibnu Rusdi;PT.UTUSANINDO BERKAH PERS;Sumatera Barat;Perumahan Bunga Mas nomor 5 kelurahan Koto Panjang ikur Koto Kecamatan Koto Tangah,Kota Padang,Sumatera Barat;0853 5532 9188;utusan.sumbar@gmail.com;https://utusanindo.com/;Terverifikasi Administratif;2019-01-24
974;Indragiripos.online;Siber;Ardiansyah;Efendi;PT INHIL MEDIA SAKTI PERDANA;Riau;Jalan M Boya, Kecamatan Tembilahan, Kabupaten Indragiri Hilir, Riau kode pos 29212;0823 8182 6153;ardiansyahgolden1@gmail.com;www.indragiripos.online;Terverifikasi Administratif;2019-01-24
