"Bab";"Topik";"Pasal";"Deskripsi"
"Bab XXV";"Perbuatan Curang";"Pasal 383";"Diancam dengan pidana penjara paling lama satu tahun empat bulan, seorang 
penjual yang berbuat curang terhadap pembeli: 
1. karena sengaja menyerahkan barang lain daripada yang ditunjuk untuk dibeli; 
2 mengenai jenis, keadaan atau jumlah barang yang diserahkan, dengan menggunakan 
tipu muslihat. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 383 bis";"Seorang pemegang konosemen yang sengaja mempergunakan beberapa eksemplar dari 
surat tersebut dengan titel yang memberatkan, dan untuk beberapa orang penerima, 
diancam dengan pidana penjara paling lama dua tahun delapan bulan. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 384";"Perbuatan yang dirumuskan dalam pasal 383, diancam dengan pidana penjara paling 
lama tiga bulan atau denda paling banyak dua ratus lima puluh rupiah, jika 
jumlah keuntungan yang di peroleh tidak lebih dari dua puluh lima rupiah. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 385";"Diancam dengan pidana penjara paling lama empat tahun: 
1. barang siapa dengan maksud menguntungkan diri sendiri atau orang lain secara 
melawan hukum, menjual, menukarkan atau membebani dengan creditverband sesuatu 
hak tanah yang telah bersertifikat, sesuatu gedung, bangunan, penanaman atau 
pembenihan di atas tanah yang belum bersertifikat, padahal diketahui bahwa yang 
mempunyai atau turut mempunyai hak di atasnya adalah orang lain; 
2. barang siapa dengan maksud yang sama menjual, menukarkan atau membebani 
dengan credietverband, sesuatu hak tanah yang belum bersertifikat yang telah 
dibehani credietverband atau sesuatu gedung bangunan. penanaman atau pembenihan 
di atas tanah yang juga telah dibebani demikian, tanpa mem beritahukan tentang 
adanya heban itu kepada pihak yang lain; 
3. barang siapa dengan maksud yang sama mengadakan credietverband mengenai 
sesuatu hak tanah yang belum bersertifikat. dengan menyembunyikan kepada pihak 
lain bahwa tanah yanr bezhubungan dengan hak tadi sudah digadaikan; 
4. barang siapa dengan maksud yang sama, menggadaikan atau menyewakan tanah 
dengan hak tanah yang belum bersertifikat padahal diketahui bahwa orang lain 
yang mempunyai atau turut mempunyai hak atas tanah itu: 
5. barang siapa dengan maksud yang sama, menjual atau menukarkan tanah dengan 
hak tanah yang belum bersertifikat yang telah digadaikan, padahal tidak 
diberitahukannya kepada pihak yang lain bahwa tanah itu telah digadaikan; 
6. barang siapa dengan maksud yang sama menjual atau menukarkan tanah dengan hak 
tanah yang belum bersertifikat untuk suatu masa, padahal diketahui, bahwa tanah 
itu telah disewakan kepada orang lain untuk masa itu juga. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 386";"(1) Barang siapa menjual, menawarkan atau menyerahkan barang makanan, minuman 
atau obat-obatan yang diketahuinya bahwa itu dipalsu, dan menyembunyikan hal 
itu, diancan dengan pidana penjara paling lama empat tahun. 
(2) Bahan makanan, minuman atau obat-obatan itu dipalsu jika nilainya atau 
faedahnya menjadi kurang karena sudab dicampur dengan sesuatu bahan lain. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 387";"(1) Diancam dengan pidana penjara paling lama tujuh tahun seorang pemborong atau 
ahli bangunan atau penjual bahan-bahan bangunan, yang pada waktu membuat 
bangunan atau pada waktu menyerahkan bahan-bahan bangunan, melakukan sesuatu 
perhuatan curang yang dapat membahayakan amanan orang atau barang, atau 
keselamatan negara dalam keadaan perang. 
(2) Diancam dengan pidana yang sama, barang siapa yang bertugas mengawasi 
pemhangunan atau penyerahan barang-barang itu, sengaja membiarkan perbuatan yang 
curang itu. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 388";"(1) Barang siapa pada waktu menyerahkan barang keperluan Angkatan Laut atau 
Angkatan Darat melakukan perbuat.an curang yang dapat membahayakan kesempatan 
negara dalam keadaan perang diancam dengan pidana penjara paling lama tujuh 
tahun. 
(2) Diancam dengan pidana yang sama, barang siapa yang bertugas mengawasi 
penyerahan barang-barang itu, dengan sengaja membiarkan perbuatan yang curang 
itu. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 389";"Barang siapa dengan maksud untuk menguntungkan diri sendiri atau orang lain 
secara melawan hukum, menghancurkan, memindahkan, membuang atau membikin tak 
dapat dipakai sesuatu yang digunakan untuk menentukan batas pekarangan, diancam 
dengan pidana penjara paling lama dua tahun delapan bulan. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 390";"Barang siapa dengan maksud untuk menguntungkan diri sendiri atau orang lain 
secara melawan hukum, dengan menyiarkan kabar bohong yang menyebabkan harga 
barang- barang dagangan, dana-dana atau surat-surat berharga menjadi turun atau 
naik diancam dengan pidana penjara paling lama dua tahun delapan
"
"Bab XXV";"Perbuatan Curang";"Pasal 391";"Barang siapa menerima kewajiban untuk, atau memberi pertolongan pada penempatan 
surat hutang sesuatu negara atau bagiannya, atau sesuatu lembaga umum sero, atau 
surat hutang sesuatu perkumpulan, yayasan atau perseroan, mencoba menggerakkan 
khalayak umum untuk pendaftaran atau penyertaannya, dengan sengaja 
menyembunyikan atau mengurangkan keadaan yang sebenarnya atau dengan 
membayang-bayangkan keadaan yang palsu, diancam dengan pidana penjara paling 
lama empat tahun. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 392";"Seorang pengusaha, seorang pengurus atau komisaris persero terbatas, maskapai 
andil Indonesia atau koperasi, yang sengaja mengumumkan daftar atau neraca yang 
tidak benar, diancam dengan pidana penjara paling lama satu tahun empat bulan. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 393";"(1) Barang siapa memasukkan ke Indonesia tanpa tujuan jelas untuk mengeluarkan 
lagi dari Indonesia, menjual, menamarkan, menyerahkan, membagikan atau mempunyai 
persediaan untuk dijual atau dibagi-bagikan. barang-barang yang diketahui atau 
sepatutnya harus diduganya bahwa padabarangnya itu sendiri atau pada bungkusnya 
dipakaikan secara palsu, nama firma atau merek yang menjadi hak orang lain atau 
untui menyatakan asalnya barang, nama sehuah tempat tertentu, dengan ditambahkan 
nama atau firma yang khayal, ataupun pada barangnya sendiri atau pada bungkusnya 
ditirukan nama, firma atau merek yang demikian sekalipun dengan sedikit 
perubahan, diancam dengan pidana penjara paling lama empat bulan dua minggu atau 
pidana denda paling banyak sembilan ribu rupiah. 
(2) Jika pada waktu melakukan kejahatan helurn lewat lima tahun sejak adanya 
pemidanaan yang menjadi tetap karena kejahatan semacam itu juga dapat dijatuhkan 
pidana penjara paling lama sembilan bulan. 
"
"Bab XXV";"Perbuatan Curang";"Pasal 393 bis";"(1) Seorang pengacara yang sengaja memasukkan atau menyuruh masukkan dalam surat 
permohonan cerai atau pisah meja dan ranjang, atau dalam surat permohonan 
pailit, keterangan- keterangan tentang tempat tinggal atau kediaman tergugat 
atau penghutang, padahal diketahui atau sepatutnya harus diduganya bahwa 
keterangan-keterangan itu tertentangan dengan yang sebenarnya, diancam dengan 
pidana penjara paling lama satu tahun. 
(2) Diancam dengan pidana yang sama ialah si suami (istri) yang mengajukan 
gugatan atau si pemiutang yang memasukkan permintaan pailit, yang sengaja 
memberi keterangan palsu kepada pengacara yang dimaksudkan dalam ayat pertama.
"
"Bab XXV";"Perbuatan Curang";"Pasal 394";"Ketentuan pasal 367 berlaku hagi kejahatan-kejahatan yang dirumuskan dalam bab 
ini kecuali yang dirumuskan dalam ayat kedua pasal 393 bis, sepanjang kejahatan 
dilakukan mengenai keterangan untuk mohon cerai atau pisah meja dan ranjang 
"
"Bab XXV";"Perbuatan Curang";"Pasal 395";"(1) Dalam hal pemidanaan berdasarkan salah satu kejahatan yang dirumuskan dalam 
bab ini, hakim dapat memerintahkan pengumuman putusannya dan yang bersalah dapat 
dicabut haknya untuk menjalankan pencarian ketika kejahatan di lakukan. 
(2) Dalam hal pemidanaan berdasarkan salah satu kejahatan yang dirumuskan dalam 
pasal 378 382, 385, 387, 388, 393 bis dapat dijatuhkan pencabutan hak-hak 
berdasarkan pasal No. 1 - 4.
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 396";"Seorang pengusaha yang dinyatakan dalam keadaan pailit atau yang diizinkan 
melepaskan budel oleh pengadilan, diancam karena merugikan pemiutang dengan 
pidana penjara paling lama satu tahun empat bulan: 
1. jika pengeluarannya melewati batas; 
2. jika yang bersangkutan dengan maksud untuk menangguhkan kepailitannya telah 
meminjam uang dengan syarat-syarat yang memberatkan sedang diketahuinya bahwa 
pinjaman itu tiada mencegah kepailitan; 
3. jika dia tak dapat memperlihatkan dalam keadaan tak diubah buku-buku dan 
surat- surat untuk catatan menurut pasal 6 Kitab Undang-undang Hukum Dagang dan 
tulisan- tulisan yang harus disimpannya menurut pasal itu. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 397";"Seorang pengusaha yang dinyatakan dalam keadaan pailit atau diizinkan melepaskan 
budel oleh pengadilan, diancam karena merugikan pemiutang secara curang jika 
yang bezsangkutan untuk mengurangi hak pemiutang secara curang: 
1. membikin pengeluaran yang tak ada, maupun tidak membukukan pendapatan, atau 
menarik barang sesuatu dari budel; 
2. telah melijerkan (uervreemden) barang sesuatu dengan cuma-cuma atau jelas di 
bawah harganya; 
3. dengan suatu cara menguntungkan salah seorang pemiutang diwaktu pailitnya 
atau pada saat di mana diketahui hahwa keadaan tersebut tak dapat dicegah; 
4. tidak memenuhi kewajiban untuk mengadakan pencatatan menurut pasal 6 ayat 
pertama Kitah Undang-undang Hukum Dagang atau untuk menyimpan dan memperlihatkan 
buku-buku, surat-surat, dan tulisan-tulisan yang dimaksud dalam ayat ketiga 
pasal tersebut. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 398";"Seorang pengurus atau komisaris perseroan terbatas, maskapai andil Indonesia 
atau perkumpulan koperasi yang dinyatakan dalam keadaan pailit atau yang 
diperintahkan penyelesaian oleh pengadilan, diancam dengan pidana penjara paling 
lama satu tahun empat bulan: 
1. jika yang bersangkutan turut membantu atau mengizinkan untuk melakukan 
perbuatan- perbuatan yang bertentangan dengan anggaran dasar, sehingga oleh 
karena itu seluruh atau sebagian besar dari kerugian diderita oleh perseroan, 
maskapai atau perkumpulan, 
2. jika yang bersangkutan dengan maksud untuk menangguhkan kepailitan atau 
penyelesaian perseroan, maskapai atau perkumpulan. turut membantu atau 
mengizinkan peminjaman uang dengan syarat-syarat yang memberatkan, padahal 
diketahuinya tak dapat dicegah keadaan pailit atau penyelesaiannya; 
3. jika yang bersangkutan dapat dipersalahkan tidak memenuhi kewajiban yang 
diterangkan dalam pasal 6 ayat pertama Kitab Unclang-undang Hukum Dagang dan 
pasal 27 ayat pertama ordonansi tentang maskapai andil Indonesia, atau bahiva 
buku- buku dan surat-surat yang memuat catatan-catatan dan tulisan-tulisan yang 
disimpan menurut pasal tadi, tidak dapat di perlihatkan dalam keadaan tak 
diubah. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 399";"Seorang pengurus atau komisaris perseroan terbatas, maskapai andil Indonesia 
atau perkumpulan koperasi yang dinyatakan dalam keadaan pailit atau yang 
penyelesaiannya diperintahkan oleh pengadilan, diancam dengan pidana penjara 
paling lama tujuh tahun jika yang hersangkutan mengurangi secara curanp hak-hak 
pemiutang dari perseroan maskapai atau perkumpulai untuk: 
1. membikin pengeluaran yang tak ada, maupun tidak membuku kan pendapatan atau 
menarik barang sesuatu dari budel; 
2. telah melijerkan (uerureemden) barang sesuatu dengan cuma cuma atau jelas di 
bawah harganya;
3. dengan sesuatu cara menguntungkan salah seorang pemiutang di waktu kepailitan 
atau penyelesaian, ataupun pada saat di mana diketahuinya bahwa kepailitan atau 
penyelesaian tadi tak dapat dicegah; 
4. tidak memenuhi kewajiban mengadakan catatan menurut Kitat Undang-undang Hukum 
Dagang atau pasal 27 ayat pertama ordonansi tentang maskapai andil Indonesia, 
dan tentang menyimpan dan memperlihatkan buku-buku, surat-surat dan 
tulisan-tulisan menurut pasal-pasal itu. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 400";"Diancam dengan pidana penjara paling lama lima tahun enan bulan, barang siapa 
yang mengurangi dengan penipuan hak-hak pemiutang: 
1. dalam hal pelepasan budel, kepailitan atau penyelesaian atau pada waktu 
diketahui akan terjadi salah satu di antaranya dan kemudian sungguh disusul 
dengan pelepasan budel. kepailitan atau penyelesaian menarik barang sesuatu dari 
budel atau menerima pembayaran baik dari hutang yang tak dapat di tagih maupun 
yang dapat ditagih, dalam hal terakhir dengan diketahuinya bahwa kepailitan atau 
penyelesaian penghutang sudah dimohonkan, atau akibat rundingan dengan 
penghutang; 
2. di waktu verifikasi piutang-piutang dalam hal pelepasan budel, kepailitan 
atau penyelesaian. mengaku adanya piutang yang tak ada atau memperbesar jumlah 
piutang yang ada. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 401";"(1) Seorang pemiutang yang menyetujui tawaran persetujuan di muka pengadilan 
karena telah ada persetujuan dengan penglautang maupun pihal ketiga di mana yang 
bersangkutan minta keuntungan istimewa, diancam dengm pidana penjara paling lama 
satu tahun empat bulan, jika persetujuan itu diterima. 
(2) Diancam dengan pidana yang sama pada penghutang dalam hal seperti di atas, 
atau jika penghutang adalah perseroan, maskapai, perkumpulan atau yayasan, pada 
pengurus atau komisaris yang mengadakan persetujuan. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 402";"Barang siapa dinyatakan dalam keadaan jelas tak mampu atau jika bukan pengusaha, 
dinyatakan dalam keadaan pailit atau dibolehkan melepaskan budel, diancam dengan 
pidana penjara pa!ing lama lima tahun enam bulan. jika yang bersangkutan secara 
curang mengurangi hak-hak pemiutang dengan mengada-ada pengeluaran yang tak ada, 
maupun menyembunyikan pendapatan, atau menarik barang sesuatu dari budel ataupun 
telah melijerkan barang sesuatu dengan cuma-cuma atau terang di bawah harganya, 
atau di waktu ketidakmampuannya, pelepasan budelnya atau kepailitannya. atau 
pada saat di mana diketahuinya bahwa salah satu dari keadaan tadi tak dapat 
dicegah, menguntungkan salah seorang pemiutang dengan sesuatu cara. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 403";"Seorang pengurus atau komisaris perseroan terbatas. maskapai andil Indonesia 
atau perkumpulan koperasi di luar ketentuan pasal 398, turut membantu atau 
mengizinkan dilakukan perbuatan yang bertentangan dengan anggaran dasar, dan 
oleh karena itu mengakibatkan perseroan, maskapai atau perkumpulan tak dapat 
memenuhi kewajibannya, atau harus dibubarkan, diancam dengan pidana denda paling 
banyak seratus lima puluh ribu rupiah. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 404";"Diancam dengan pidana penjara paling lama dua tahun.
1. barang siapa dengan sengaja menarik barang milik sendiri, atau kalau bukan 
demikian untuk pemiliknya dari orang lain yang mempunyai hak gadai, hak menahan, 
pungut hasil atau pakai atasnya;
2. barang siapa dengan sengaja untuk seluruhnya atau sebagian, menarik barang 
milik sendiri atau kalau bukan demikian untuk pemiliknya dari ikatan hipotik 
3. barang siapa dengan sengaja, untuk seluruhnya atau sebagian, menarik suatu 
barang yang olehnya dibebani ikatan panen atau untuk yang memheri ikatan menarik 
suatu barang yang oleh oruig lain itu dibehani ikatan panen. dengan merugikan 
pemengang ikatan; 
4 barang siapa dengan sengaja, untuk seluruhnya atau sebagian, menarik suatu 
barang milik sendiri atau kalau tiukan demikian, untuk pemiliknya. dari ikatan 
kredit atasnya, dengan merugi kan pemegang ikatan. 
"
"Bab XXVI";"Perbuatan Merugikan Pemiutang Atau Orang Yang Mempunyai Hak";"Pasal 405";"(1) Dalam hal pemidanaan berkasarkan salah satu kejahatan yang dirumuskan dalam 
pasal 397, 399 400, dan 402 yang bersalah dapat dicabut hak-haknya berdasarkan 
pasal 35.
(2) Pemidanaan berlasarkan salah satu kejahatan seperti yang dirumuskan. dalam 
pasal 396 - 402, dapat diperintahkan supaya putus hakim diumumkan.
"
"Bab XXVIII";"Kejahatan Jabatan";"Pasal 413";"Seorang komandan Angkatan Bersenjata yang menolak atau sengaia mengabaikan untuk 
menggunakan kekuntan di bawah perintahnya, ketika diminta oleh penguasa sipil 
yang berwenang menurut undang-undang, diancam dengan pidana penjara lama empat 
tahun. 
"
"Bab XXVIII";"Kejahatan Jabatan";"Pasal 414";"(1) Seorang pejabat yang sengaja minta bantuan Angkatan Bersenjata untuk melawan 
pelaksanaan ketentuan undang-undang, perintah penguasa umum menurut 
udang-undang, putusan atau surat perintah pengadilan, diancam dengan pidana 
penjara paling lama tujuh tahun. 
(2) Jika pelaksanaan dihalang-halangi oleh perbuatan demikian, yang bersalah 
diancam dengan pidana penjara paling lama sembilan tahun. 
"
"Bab XXVIII";"Kejahatan Jabatan";"Pasal 415";"Seorang pejabat atau orang lain yang ditugaskan menjalankan suatu jabatan umum 
terus- menerus atau untuk sementara waktu, Wang dengan sengaja menggelapkan uang 
atau surat berharga yang disimpan karena jabaimnya, atau membiarkan uang atau 
surat berharga ihu diambil atau digelapkan oleh orang lain, atau menolong 
sebagai pembantu dalam melakukan perbuatan tersebut, diancam dengan pidana 
penjsra paling 1ama tujuh tahun. 
"
